CandidateId,Sha256,FileName,FamilyId,Split,HeaderOcrConfidence,HeaderSource,VisualReferenceType,VisualReferenceLabel,VisualReferenceObservation,VisualReferenceIsGroundTruth,QrLabels,CanonicalTitleTypes,CanonicalTitleEvidence,SemanticCueTypes,DeterministicDecision,ResolutionReason,GateReason,DecisionEvidence,Residual,ResidualDiagnosticGroup,SemanticNeed,EvidenceGap,VisualReferenceBinaryAgreement,D2Decision,D2ResolutionReason,FusionSignalDecision,FusionSignalReason,FusionEvidence,FiscalAnchors,D3Promoted,D3Decision,D3ResolutionReason,D3Residual,D3PromotionVisualReferenceAgreement
R000107,616794539B7C4B5DF3CE240204FCE2CEBB67CC60FAB8BE37DCBFCD190B3A0BF4,Z001023397950.pdf,F-17EDEDC266F087E00DD9,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Formulario/constancia Swiss Medical, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""PERIODOFACTURADOVENCIMIENTOFACTURA"", ""OriginalLine"": ""Periodo Facturado Vencimiento Factura"", ""LineNumber"": 36, ""Position"": 7, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,Periodo Facturado Vencimiento Factura,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION_SECONDARY_FACTURA,,,,CUIT|ING_BRUTOS|ISSUE_DATE|TOTAL,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000090,2E2B3AD5EB47C2465B9744FD5BBD9A54EDD69C73A92CD41C577D441D650D8E03,Z001023322090.pdf,F-1194B99A8ACD44182103,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Liquidación de expensas.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,CUIT|TOTAL,False,,NO_DECISION,True,
R000050,99C3AC8AA32EEE0B5F8D14AFF06CF970678A9E779BCBF65C6C0C7EBE7875F490,Z001023321388.pdf,F-B0806CF0837554DFA005,DEVELOPMENT,0.83,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Liquidación de expensas.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,CUIT|TOTAL,False,,NO_DECISION,True,
R000020,5F3A879162836D55EBF4EC8C114B9C7E46E9FC2AE3CCD7F5BB9102A766C7CDD0,Z001023422217.pdf,F-768E689B43DC4B18F437,DEVELOPMENT,0.89,H1D10B_TEXT_ZIP,FACTURA,FACTURA,Factura de servicio eléctrico Edesur.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""CALCULADOSCOMOPONDERACIONDEAMBOSPERIODOSALAFECHADEEMISIONDELAPRESENTEESTESUMNOREGISTRAFACTURASPENDIENTESDEPAGOPORCONSUMOEELECTRICAESTAFACTURAPOSEEDEBITO"", ""OriginalLine"": ""calculados como ponderación de ambos periodos. A la fecha de emisión de la presente, este sum. no registra facturas pendientes de pago por consumo e. eléctrica. Esta factura posee débito"", ""LineNumber"": 87, ""Position"": 86, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,"calculados como ponderación de ambos periodos. A la fecha de emisión de la presente, este sum. no registra facturas pendientes de pago por consumo e. eléctrica. Esta factura posee débito",True,KNOWN_FISCAL_OR_RECEIPT_EVIDENCE_GAP,DETERMINISTIC_EVIDENCE_GAP_FIRST,"Antes de semántica, fusionar mejor título OCR, estructura fiscal y texto principal; el gate actual no tiene evidencia fuerte suficiente.",,,NO_DECISION_SECONDARY_FACTURA,,,,CUIT|IVA|ISSUE_DATE,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000128,982F7C678EC59D2EE3FD8B49283BEFFF07EF6AAF2D165BB9460C9C1D6FCDEDEB,Z001023243754.pdf,F-307448872A50D31DD08C,DEVELOPMENT,0.57,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Rendición de gastos de consorcio.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,CUIT|IVA|TOTAL,False,,NO_DECISION,True,
R000111,6B5CA4D57A8AF24207DADE365891605C598C2766A9C9D903D4309174B45F9498,Z001023321390.pdf,F-401B47A55EBA736ED256,DEVELOPMENT,0.79,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Cupón de pago de expensas.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,CUIT,False,,NO_DECISION,True,
R000145,3E26FF29921BE0E949C64C6A91E7FE7891CC8DFC1578115057A26CA96F7EBD0D,Z001023266966.pdf,F-5C5C283B8712D7428849,DEVELOPMENT,0.85,H1D10B_TEXT_ZIP,COMPROBANTE_BANCARIO,OTRO_DOCUMENTO,Boletas/comprobantes de depósito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,STRUCTURED_BANK_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Reconocer estructura/intención de depósito o comprobante bancario sin depender de un título fiscal conocido.,,,NO_DECISION,,,,IVA|TOTAL,False,,NO_DECISION,True,
R000108,7283909A30C86B8131301F460285F46B33BBAAC2D3CB556104D366BE677DE138,Z001023397948.pdf,F-17EDEDC266F087E00DD9,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Formulario/constancia Swiss Medical, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""PERIODOFACTURADOVENCIMIENTOFACTURA"", ""OriginalLine"": ""Periodo Facturado Vencimiento Factura"", ""LineNumber"": 36, ""Position"": 7, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,Periodo Facturado Vencimiento Factura,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION_SECONDARY_FACTURA,,,,CUIT|ING_BRUTOS|ISSUE_DATE|TOTAL,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000136,41909824D1AB0FBE74B93662CE79C82F6A0E2B9DC9ED0C3E9854890DF861A3BA,Z001023283762.pdf,F-93140D859A6E512CC65F,DEVELOPMENT,0.89,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Cupones/liquidación de expensas.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,TOTAL,False,,NO_DECISION,True,
R000133,CA822291BE5FD43423EDDF731B1B9057412CDFB537AE79EED3E51B4F585A4F40,Z001023422219.pdf,F-768E689B43DC4B18F437,DEVELOPMENT,0.89,H1D10B_TEXT_ZIP,FACTURA,FACTURA,Factura de servicio eléctrico Edesur.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""CALCULADOSCOMOPONDERACIONDEAMBOSPERIODOSALAFECHADEEMISIONDELAPRESENTEESTESUMNOREGISTRAFACTURASPENDIENTESDEPAGOPORCONSUMOEELECTRICAESTAFACTURAPOSEEDEBITO"", ""OriginalLine"": ""calculados como ponderación de ambos periodos. A la fecha de emisión de la presente, este sum. no registra facturas pendientes de pago por consumo e. eléctrica. Esta factura posee débito"", ""LineNumber"": 87, ""Position"": 86, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,"calculados como ponderación de ambos periodos. A la fecha de emisión de la presente, este sum. no registra facturas pendientes de pago por consumo e. eléctrica. Esta factura posee débito",True,KNOWN_FISCAL_OR_RECEIPT_EVIDENCE_GAP,DETERMINISTIC_EVIDENCE_GAP_FIRST,"Antes de semántica, fusionar mejor título OCR, estructura fiscal y texto principal; el gate actual no tiene evidencia fuerte suficiente.",,,NO_DECISION_SECONDARY_FACTURA,,,,CUIT|IVA|ISSUE_DATE,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000086,8679AF44469FF9AA689315147277CB2AD7730B02C966251EF88D6734C02F8E39,Z001023266963.pdf,F-2BB844855EB604B9AC78,DEVELOPMENT,0.84,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Solicitud de servicios/orden administrativa.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000098,8D46878EDAE2D7879432B49A9B7CA06617C68A69A712020F769B4F957EBD61DF,Z001023422218.pdf,F-768E689B43DC4B18F437,DEVELOPMENT,0.88,H1D10B_TEXT_ZIP,FACTURA,FACTURA,Factura de servicio eléctrico Edesur.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""CALCULADOSCOMOPONDERACIONDEAMBOSPERIODOSALAFECHADEEMISIONDELAPRESENTEESTESUMNOREGISTRAFACTURASPENDIENTESDEPAGOPORCONSUMOEELECTRICAESTAFACTURAPOSEEDEBITO"", ""OriginalLine"": ""calculados como ponderación de ambos periodos. A la fecha de emisión de la presente, este sum. no registra facturas pendientes de pago por consumo e. eléctrica. Esta factura posee débito"", ""LineNumber"": 90, ""Position"": 86, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,"calculados como ponderación de ambos periodos. A la fecha de emisión de la presente, este sum. no registra facturas pendientes de pago por consumo e. eléctrica. Esta factura posee débito",True,KNOWN_FISCAL_OR_RECEIPT_EVIDENCE_GAP,DETERMINISTIC_EVIDENCE_GAP_FIRST,"Antes de semántica, fusionar mejor título OCR, estructura fiscal y texto principal; el gate actual no tiene evidencia fuerte suficiente.",,,NO_DECISION_SECONDARY_FACTURA,,,,CUIT|IVA|ISSUE_DATE,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000074,DA26E17D532C04114C812C63E84D2D9A9E533821C5AF289467BD03078CF2B0AA,Z001023266967.pdf,F-5C5C283B8712D7428849,DEVELOPMENT,0.88,H1D10B_TEXT_ZIP,COMPROBANTE_BANCARIO,OTRO_DOCUMENTO,Boletas/comprobantes de depósito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,STRUCTURED_BANK_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Reconocer estructura/intención de depósito o comprobante bancario sin depender de un título fiscal conocido.,,,NO_DECISION,,,,TOTAL,False,,NO_DECISION,True,
R000017,E3F9AE97E2B319B35810355921AC7D47007E9B7D769F95083E54A20666DA225E,Z001023266965.pdf,F-490B09D4B30C8EC7D033,DEVELOPMENT,0.87,H1D10B_TEXT_ZIP,COMPROBANTE_BANCARIO,OTRO_DOCUMENTO,Comprobante/boleta de depósito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,STRUCTURED_BANK_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Reconocer estructura/intención de depósito o comprobante bancario sin depender de un título fiscal conocido.,,,NO_DECISION,,,,TOTAL,False,,NO_DECISION,True,
